Date,Adj Close AAPL,Volume AAPL,Adj Close ABC,Volume ABC,Adj Close AMZN,Volume AMZN,Adj Close BAC,Volume BAC,Adj Close BP,Volume BP,Adj Close BRK-B,Volume BRK-B,Adj Close CVS,Volume CVS,Adj Close DDAIF,Volume DDAIF,Adj Close F,Volume F,Adj Close GOOG,Volume GOOG,Adj Close JPM,Volume JPM,Adj Close MCK,Volume MCK,Adj Close MSFT,Volume MSFT,Adj Close RDS-B,Volume RDS-B,Adj Close T,Volume T,Adj Close TM,Volume TM,Adj Close TOT,Volume TOT,Adj Close UNH,Volume UNH,Adj Close WMT,Volume WMT,Adj Close XOM,Volume XOM
2005-02-28,1.3169634342193604,3746232000.0,12.42763900756836,20682800.0,35.849998474121094,29684900.0,32.96897506713867,48255000.0,29.01703643798828,20998700.0,59.58000183105469,3420000.0,20.2869930267334,34757800.0,30.857566833496094,1908600.0,7.875347137451172,55751500.0,92.6029052734375,77886448.0,24.440074920654297,52037600.0,33.68566131591797,9939700.0,18.08409881591797,322103600.0,32.29412078857422,2484741.0,10.282875061035156,33702100.0,60.84330368041992,1086900.0,25.259737014770508,11717200.0,39.33141326904297,20941800.0,37.43732833862305,61478000.0,38.16844177246094,128760400.0
2005-03-07,1.238824486732483,4204488400.0,11.96346378326416,20746800.0,34.75,29673700.0,32.568450927734375,41283300.0,28.190603256225586,20307100.0,60.02000045776367,4090000.0,20.391162872314453,20628200.0,30.957735061645508,1993600.0,7.8689961433410645,41372100.0,88.56802368164062,94478205.0,23.527894973754883,60048400.0,33.156551361083984,8092000.0,18.0266170501709,316021800.0,31.413135528564453,2355602.0,10.077134132385254,30300300.0,60.89735412597656,1033500.0,25.029329299926758,12568800.0,38.0623893737793,23441200.0,36.37977600097656,47133000.0,36.6554069519043,170203800.0
2005-03-14,1.321577787399292,3553877600.0,12.07255744934082,18499200.0,34.15999984741211,26026800.0,31.977855682373047,55968800.0,28.58415412902832,15497500.0,58.369998931884766,5540000.0,20.391162872314453,17063800.0,30.04956817626953,3556300.0,7.233887672424316,79130600.0,89.68384552001953,88381237.0,23.462726593017578,62250200.0,32.68037796020508,5431700.0,17.466203689575195,408338500.0,31.099271774291992,2058276.0,9.804210662841797,49319000.0,59.136474609375,1251700.0,25.29294776916504,8275800.0,38.47134017944336,25304200.0,36.27399444580078,152631200.0,37.6160774230957,112404900.0
2005-03-21,1.3074264526367188,2055071200.0,12.12215518951416,8516800.0,32.880001068115234,23236100.0,31.13109016418457,50533000.0,26.983762741088867,15531900.0,57.900001525878906,2980000.0,20.62266731262207,14253200.0,29.655588150024414,2137700.0,7.170377254486084,58470600.0,89.29032135009766,43493615.0,22.759044647216797,55754800.0,33.553382873535156,5021800.0,17.44465446472168,331673700.0,29.51897621154785,1687673.0,9.78321647644043,33866900.0,57.777191162109375,1247600.0,24.109773635864258,7194000.0,39.145904541015625,19556000.0,35.82232666015625,70161800.0,35.42456817626953,88667200.0
2005-03-28,1.2578980922698975,2409145200.0,11.179917335510254,59184000.0,34.0099983215332,24386400.0,31.316097259521484,59839000.0,27.442882537841797,15717000.0,56.29999923706055,7005000.0,19.893455505371094,21744600.0,29.415185928344727,2320700.0,7.1005144119262695,44289100.0,89.68384552001953,69053262.0,22.315980911254883,68257400.0,33.38584518432617,13055700.0,17.329696655273438,310621300.0,29.975990295410156,1933535.0,9.93437385559082,47158800.0,57.36014175415039,1306800.0,24.42528533935547,6156000.0,40.40229034423828,31713800.0,34.641448974609375,82434700.0,36.35519027709961,104896100.0
2005-04-04,1.345572590827942,2708017200.0,11.471515655517578,30875600.0,34.599998474121094,24371600.0,31.7928409576416,44185900.0,27.648401260375977,16214000.0,57.650001525878906,3505000.0,19.928171157836914,20553400.0,28.133075714111328,3321900.0,7.005248069763184,43969100.0,95.66641998291016,74025430.0,22.4788761138916,56181500.0,33.64155960083008,14261700.0,17.918846130371094,339174000.0,30.559654235839844,2834913.0,9.972164154052734,62281800.0,58.88875198364258,1218300.0,24.394153594970703,7033000.0,41.49916458129883,30453600.0,34.34447479248047,84086800.0,36.030967712402344,85301200.0
2005-04-11,1.0874711275100708,7655950400.0,12.001152038574219,34292800.0,33.02000045776367,23738800.0,31.508237838745117,49026900.0,25.973665237426758,21987500.0,56.939998626708984,4350000.0,20.009199142456055,19130600.0,27.96167755126953,4139900.0,6.0335307121276855,132409800.0,92.15457916259766,74309490.0,22.329145431518555,59123400.0,32.892005920410156,12640900.0,17.573976516723633,343244900.0,29.46392250061035,2581897.0,9.78789234161377,45639600.0,56.486881256103516,1581100.0,23.30023765563965,8158800.0,39.33564758300781,46792600.0,33.729286193847656,81323500.0,33.73737335205078,108657500.0
2005-04-18,1.0920854806900024,4952673600.0,11.901971817016602,47427600.0,33.040000915527344,36838600.0,31.572265625,59628200.0,26.69953155517578,17380000.0,54.86000061035156,6120000.0,19.484468460083008,22807400.0,27.717321395874023,3388900.0,6.281220436096191,95346300.0,107.5020523071289,163387730.0,22.947757720947266,82445900.0,30.93437957763672,16851600.0,17.947586059570312,407295900.0,30.047590255737305,1959569.0,9.873003959655762,48414500.0,56.31585693359375,1491200.0,23.785959243774414,8660800.0,38.48794937133789,39367800.0,33.099952697753906,77384200.0,35.676727294921875,101287200.0
2005-04-25,1.109312891960144,3417593200.0,12.155877113342285,31193200.0,32.36000061035156,72523900.0,32.04902267456055,43615700.0,26.629554748535156,20429500.0,55.959999084472656,5170000.0,19.928800582885742,21124400.0,27.500890731811523,3317300.0,5.785840034484863,54272100.0,109.5892333984375,130948594.0,23.355772018432617,56235100.0,32.62748336791992,10780600.0,18.17750358581543,365919300.0,29.662151336669922,2521896.0,10.128337860107422,58552200.0,56.51795196533203,993300.0,23.022083282470703,9156800.0,39.85862731933594,37348600.0,33.33330154418945,65441300.0,34.241737365722656,106656400.0
2005-05-02,1.145613431930542,2124449600.0,12.495085716247559,20818800.0,34.52000045776367,34962900.0,32.36920928955078,43499600.0,27.031845092773438,14514200.0,55.91999816894531,4050000.0,20.736316680908203,26294200.0,28.080373764038086,5184800.0,6.2650251388549805,116217200.0,113.58425903320312,108213296.0,23.434749603271484,51399600.0,33.544559478759766,11787600.0,18.12002182006836,332793600.0,29.871397018432617,2773191.0,10.051738739013672,51858400.0,57.777198791503906,1506800.0,23.621965408325195,11551800.0,41.503387451171875,35322200.0,34.6202278137207,59590300.0,34.58396911621094,86596000.0
